Composition,Eg,class,avg_Atomic number,avg_Atomic weight,avg_Period number,avg_Group number,avg_Family number,avg_L quantum number,avg_Mendeleev number,avg_Atomic radius (?),avg_Covalent radius (?),avg_Zunger radius (?),avg_Ionic radius (?),avg_Crystal radius (?),avg_Pauling EN,avg_Martynov-Batsanov EN,avg_Gordy EN,avg_Mulliken EN,avg_Allen EN,avg_Metallic valence,avg_Number of valence electrons,avg_Number of s electrons,avg_Number of p electrons,avg_Number of d electrons,avg_Number of outer shell electrons,avg_First ionization energy (kJ/mol),avg_Polarizability,avg_Melting point (K),avg_Boiling point (K),avg_Density (g/mL),avg_Specific heat (J/g?K),avg_Heat of fusion (kJ/mol),avg_Heat of vaporization (kJ/mol),avg_Thermal conductivity (W/m?K),avg_Heat atomization (kJ/mol),avg_Cohesive energy (eV),diff_Atomic number,diff_Atomic weight,diff_Period number,diff_Group number,diff_Family number,diff_L quantum number,diff_Mendeleev number,diff_Atomic radius (?),diff_Covalent radius (?),diff_Zunger radius (?),diff_Ionic radius (?),diff_Crystal radius (?),diff_Pauling EN,diff_Martynov-Batsanov EN,diff_Gordy EN,diff_Mulliken EN,diff_Allen EN,diff_Metallic valence,diff_Number of valence electrons,diff_Number of s electrons,diff_Number of p electrons,diff_Number of d electrons,diff_Number of outer shell electrons,diff_First ionization energy (kJ/mol),diff_Polarizability,diff_Melting point (K),diff_Boiling point (K),diff_Density (g/mL),diff_Specific heat (J/g?K),diff_Heat of fusion (kJ/mol),diff_Heat of vaporization (kJ/mol),diff_Thermal conductivity (W/m?K),diff_Heat atomization (kJ/mol),diff_Cohesive energy (eV),max_Atomic number,max_Atomic weight,max_Period number,max_Group number,max_Family number,max_L quantum number,max_Mendeleev number,max_Atomic radius (?),max_Covalent radius (?),max_Zunger radius (?),max_Ionic radius (?),max_Crystal radius (?),max_Pauling EN,max_Martynov-Batsanov EN,max_Gordy EN,max_Mulliken EN,max_Allen EN,max_Metallic valence,max_Number of valence electrons,max_Number of s electrons,max_Number of p electrons,max_Number of d electrons,max_Number of outer shell electrons,max_First ionization energy (kJ/mol),max_Polarizability,max_Melting point (K),max_Boiling point (K),max_Density (g/mL),max_Specific heat (J/g?K),max_Heat of fusion (kJ/mol),max_Heat of vaporization (kJ/mol),max_Thermal conductivity (W/m?K),max_Heat atomization (kJ/mol),max_Cohesive energy (eV),min_Atomic number,min_Atomic weight,min_Period number,min_Group number,min_Family number,min_L quantum number,min_Mendeleev number,min_Atomic radius (?),min_Covalent radius (?),min_Zunger radius (?),min_Ionic radius (?),min_Crystal radius (?),min_Pauling EN,min_Martynov-Batsanov EN,min_Gordy EN,min_Mulliken EN,min_Allen EN,min_Metallic valence,min_Number of valence electrons,min_Number of s electrons,min_Number of p electrons,min_Number of d electrons,min_Number of outer shell electrons,min_First ionization energy (kJ/mol),min_Polarizability,min_Melting point (K),min_Boiling point (K),min_Density (g/mL),min_Specific heat (J/g?K),min_Heat of fusion (kJ/mol),min_Heat of vaporization (kJ/mol),min_Thermal conductivity (W/m?K),min_Heat atomization (kJ/mol),min_Cohesive energy (eV),
KBi2,0,0,61.66666667,152.3530133,5.333333333,10.33333333,3.666666667,0.666666667,58.33333333,1.8,1.65,2.561333333,1.8,1.286666667,1.62,1.693333333,4.1486,3.933333333,1.584666667,2.333333333,3.666666667,1.666666667,2,6.666666667,3.666666667,608.3333333,19.4,474.9,1566.483333,6.786666667,0.33,8.311333333,96.49,39.38,168,1.764666667,64,169.88207,2,14,4,1,83,0.6,0.57,1.693,0.6,0.35,1.2,1.34,2.0406,2.27,1.276,2,4,1,3,10,4,284,36,207.75,800,8.89,0.63,8.966,24.93,94.53,117,1.246,83,208.98037,6,15,5,1,86,2.2,2.03,3.69,2.2,1.52,2.02,2.14,4.8288,4.69,2.01,3,5,2,3,10,5,703,43.4,544.15,1833.15,9.75,0.75,11.3,104.8,102.4,207,2.18,19,39.0983,4,1,1,0,3,1.6,1.46,1.997,1.6,1.17,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,7.4,336.4,1033.15,0.86,0.12,2.334,79.87,7.87,90,0.934,
KBi3S5,1.21,1,38.66666667,91.81882333,4.111111111,14,5.666666667,0.888888889,77.88888889,1.333333333,1.278888889,1.686777778,1.333333333,0.797777778,2.197777778,2.274444444,5.167066667,5.287777778,2.189888889,2.222222222,5.111111111,1.888888889,3.222222222,3.333333333,5.111111111,836.4444444,8.9,433.1777778,1124.65,4.495555556,0.517777778,4.980166667,49.25222222,14.15055556,234,2.413777778,67,176.91437,3,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,2,5,1,4,10,5,581,40.5,207.75,1115.3,8.89,0.63,9.5825,95,102.131,189,1.916,83,208.98037,6,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,10,6,1000,43.4,544.15,1833.15,9.75,0.75,11.3,104.8,102.4,279,2.85,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.12,1.7175,9.8,0.269,90,0.934,
KBiCu2S3,1.29,1,29.71428571,67.33838143,3.857142857,12.28571429,5,1.142857143,68.71428571,1.357142857,1.27,1.866714286,1.357142857,0.771428571,2.054285714,1.864285714,4.640257143,4.961428571,2.030142857,2.982857143,6.571428571,1.571428571,2.142857143,4.285714286,3.714285714,801.7142857,10.41428571,678.6714286,1528.592857,4.962857143,0.537142857,6.412357143,116.3814286,130.4395714,258.5714286,2.663428571,67,176.91437,3,15,6,2,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,1019.75,2122.3,8.89,0.63,11.3325,290.5,400.731,248,2.556,83,208.98037,6,16,7,2,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1356.15,2840.15,9.75,0.75,13.05,300.3,401,338,3.49,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.12,1.7175,9.8,0.269,90,0.934,
KBiO3,0,0,25.2,59.215374,3.2,12.8,5.4,0.8,70,1.12,1.136,1.4164,1.12,1.264,2.632,2.58,6.54558,5.946,2.7148,0.8,4.8,1.8,3,2,4.8,1012.8,10.6358,208.96,627.35,2.122858,0.726,2.860354,38.97994,22.070044,208.8,2.1948,75,192.98097,4,15,6,1,84,1.6,1.3,3.225,1.6,0.35,2.62,2.52,5.5821,5.12,2.876,3,5,1,4,10,5,895,42.607,489.4,1743,9.74857,0.8,11.07741,101.3901,102.37326,159,1.686,83,208.98037,6,16,7,1,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,3,6,2,4,10,6,1314,43.4,544.15,1833.15,9.75,0.92,11.3,104.8,102.4,249,2.62,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,1.17,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.12,0.22259,3.4099,0.02674,90,0.934,
KBiS2,0.9,1,33.5,78.0526675,4,12,5,0.75,66.25,1.45,1.3825,1.97175,1.45,0.8875,2,2.06,4.82715,4.8875,1.9805,2,4.5,1.75,2.75,2.5,4.5,780.5,14.15,413.1125,1075.5,3.6875,0.5725,4.26725,51.0675,27.702,213.75,2.2035,67,176.91437,3,15,6,1,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,2,5,1,4,10,5,581,40.5,207.75,1115.3,8.89,0.63,9.5825,95,102.131,189,1.916,83,208.98037,6,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,10,6,1000,43.4,544.15,1833.15,9.75,0.75,11.3,104.8,102.4,279,2.85,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.12,1.7175,9.8,0.269,90,0.934,
KBiSe2,0.7,1,42.5,101.4996675,4.5,12,5,0.75,66.75,1.525,1.4525,2.06425,1.525,0.9525,1.985,2.005,4.78475,4.7225,1.903,2,4.5,1.75,2.75,2.5,4.5,751,14.6,465.2125,1195.65,5.0475,0.3775,6.7555,65.0175,28.5875,187.75,2.0085,64,169.88207,2,15,6,1,86,1.05,0.87,2.405,1.05,0.96,1.73,1.74,2.9728,3.47,1.7,2,5,1,4,10,5,522,39.6,207.75,875,8.89,0.63,8.966,67.1,100.36,137,1.526,83,208.98037,6,16,7,1,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,3,6,2,4,10,6,941,43.4,544.15,1833.15,9.75,0.75,11.3,104.8,102.4,227,2.46,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,3.8,336.4,958.15,0.86,0.12,2.334,37.7,2.04,90,0.934,
KBiSiS4,2.25,1,25.71428571,57.77545286,3.571428571,13.42857143,5.714285714,0.857142857,74.14285714,1.271428571,1.24,1.643857143,1.271428571,0.687142857,2.151428571,2.217142857,5.026485714,5.251428571,2.145142857,2.285714286,4.857142857,1.857142857,3,1.428571429,4.857142857,844.1428571,9.685714286,586.7857143,1195.121429,3.031428571,0.631428571,10.15057143,86.87,37.04942857,266.4285714,2.734857143,69,180.89487,3,15,6,1,85,1.2,1.01,2.59,1.2,1.12,1.76,1.85,3.0576,3.8,1.855,3,5,1,4,10,5,581,40.5,1346.75,1910.3,8.89,0.63,48.8325,374.42,147.731,362,3.696,83,208.98037,6,16,7,1,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,4,6,2,4,10,6,1000,43.4,1683.15,2628.15,9.75,0.75,50.55,384.22,148,452,4.63,14,28.0855,3,1,1,0,3,1,1.02,1.1,1,0.4,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.12,1.7175,9.8,0.269,90,0.934,
KBr,7.6,1,27,59.50115,4,9,4.5,0.5,49,1.675,1.585,2.445,1.675,1.67,1.89,1.815,4.59805,5.005,1.7095,0.5,4,1.5,2.5,0,4,779.5,23.25,301.175,682.55,1.99,0.6115,3.81,47.654,51.261,101,1.077,16,40.8057,0,16,7,1,92,1.05,0.89,2.49,1.05,0.3,2.14,2.03,3.6197,5.17,1.951,1,6,1,5,0,6,721,40.3,70.45,701.2,2.26,0.277,2.952,64.432,102.278,22,0.286,35,79.904,4,17,8,1,95,2.2,2.03,3.69,2.2,1.82,2.96,2.83,6.4079,7.59,2.685,1,7,2,5,0,7,1140,43.4,336.4,1033.15,3.12,0.75,5.286,79.87,102.4,112,1.22,19,39.0983,4,1,1,0,3,1.15,1.14,1.2,1.15,1.52,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,3.1,265.95,331.95,0.86,0.473,2.334,15.438,0.122,90,0.934,
KC60,0,0,6.213114754,12.4550541,2.032786885,13.78688525,6.901639344,0.983606557,75.78688525,0.724590164,0.790655738,0.69,0.724590164,0.310163934,2.521639344,2.344262295,5.578101639,6.206885246,2.514327869,3.950819672,3.950819672,1.983606557,1.967213115,0,3.950819672,1075.065574,2.481967213,3585.990164,5033.477869,2.227213115,0.710655738,103.3169508,351.2765574,128.5639344,706.7213115,7.264491803,13,27.0873,2,13,6,1,74,1.5,1.26,3.05,1.5,1.23,1.73,1.57,2.8364,3.85,1.81,3,3,1,2,0,3,667,41.6,3303.75,4067,1.39,0.04,102.666,275.93,26.6,627,6.436,19,39.0983,4,14,7,1,77,2.2,2.03,3.69,2.2,1.52,2.55,2.37,5.6246,6.27,2.544,4,4,2,2,0,4,1086,43.4,3640.15,5100.15,2.25,0.75,105,355.8,129,717,7.37,6,12.011,2,1,1,0,3,0.7,0.77,0.64,0.7,0.29,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,1.8,336.4,1033.15,0.86,0.71,2.334,79.87,102.4,90,0.934,
KCd4Ga5Se12,2.16,1,35.18181818,81.13078636,4.181818182,13.90909091,5.727272727,0.772727273,78.22727273,1.304545455,1.280454545,1.656590909,1.304545455,0.714545455,2.146818182,2.062727273,4.928681818,4.837272727,2.036454545,2.725454545,6.181818182,1.954545455,2.409090909,1.818181818,4.363636364,821.7272727,7.195454545,459.5068182,1366.559091,5.565454545,0.334545455,6.153636364,101.0931818,32.59454545,213.2727273,2.233818182,29,73.3127,1,15,6,1,86,1.05,0.87,2.405,1.05,0.96,1.73,1.74,2.9728,3.47,1.7,3.44,11,1,4,10,5,522,39.6,291.1,1718,7.79,0.52,4.36,221,100.36,196,1.876,48,112.411,5,16,7,1,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,4.44,12,2,4,10,6,941,43.4,594.05,2676.15,8.65,0.75,6.694,258.7,102.4,286,2.81,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,3.8,302.95,958.15,0.86,0.23,2.334,37.7,2.04,90,0.934,
KCeSe4,1.54,1,35.5,82.50888333,4.333333333,11.33333333,5.333333333,1.166666667,62.33333333,1.441666667,1.386666667,2.221666667,1.441666667,0.818333333,2.023333333,2.01,5.0676,4.846666667,1.926666667,2.033333333,4.666666667,1.833333333,2.666666667,0.166666667,4.5,786.1666667,14.7,561.3583333,1399.316667,4.446666667,0.37,5.761666667,107.445,20.32666667,236.1666667,2.515666667,39,101.0167,2,15,6,3,86,1.05,0.87,3.215,1.05,0.96,1.73,1.74,2.9728,3.47,1.7,2.2,5,1,4,1,5,522,39.6,734.75,2572,5.8,0.56,4.36,376.3,100.36,329,3.386,58,140.115,6,16,7,3,89,2.2,2.03,4.5,2.2,1.52,2.55,2.54,5.761,5.89,2.434,3.2,6,2,4,1,6,941,43.4,1071.15,3530.15,6.66,0.75,6.694,414,102.4,419,4.32,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.56,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,3.8,336.4,958.15,0.86,0.19,2.334,37.7,2.04,90,0.934,
KCl,8.5,1,18,37.2755,3.5,9,4.5,0.5,48.5,1.6,1.51,2.35,1.6,1.595,1.99,1.89,4.8164,5.36,1.8015,0.5,4,1.5,2.5,0,4,835,22.8,254.275,635.85,0.431605,0.615,2.782,45.035,51.20445,105.5,1.167,2,3.6456,1,16,7,1,91,1.2,1.04,2.68,1.2,0.15,2.34,2.18,4.0564,5.88,2.135,1,6,1,5,0,6,832,41.2,164.25,794.6,0.85679,0.27,0.896,69.67,102.3911,31,0.466,19,39.0983,4,17,8,1,94,2.2,2.03,3.69,2.2,1.67,3.16,2.98,6.8446,8.3,2.869,1,7,2,5,0,7,1251,43.4,336.4,1033.15,0.86,0.75,3.23,79.87,102.4,121,1.4,17,35.4527,3,1,1,0,3,1,0.99,1.01,1,1.52,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,2.2,172.15,238.55,0.00321,0.48,2.334,10.2,0.0089,90,0.934,
KCo2Se2,0,0,28.2,62.97694,4,10.2,4.6,1.2,59.4,1.44,1.334,2.06,1.44,0.744,1.936,1.864,4.26108,4.56,1.8564,3.312,6.2,1.8,1.6,2.8,3.4,764.2,13.2,970.6,1847.15,5.648,0.446,9.6204,181.654,61.296,278.8,2.9268,15,39.8617,0,15,6,2,86,1.05,0.87,2.405,1.05,0.98,1.73,1.74,2.9728,3.47,1.7,4.78,8,1,4,7,5,522,39.6,1431.75,2185,8.04,0.43,13.856,338.8,100.36,335,3.456,34,78.96,4,16,7,2,89,2.2,2.03,3.69,2.2,1.52,2.55,2.54,5.761,5.89,2.434,5.78,9,2,4,7,6,941,43.4,1768.15,3143.15,8.9,0.75,16.19,376.5,102.4,425,4.39,19,39.0983,4,1,1,0,3,1.15,1.16,1.285,1.15,0.54,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,3.8,336.4,958.15,0.86,0.32,2.334,37.7,2.04,90,0.934,
KCoO2,0,0,15.5,32.507575,3,10.5,4.75,1,58.75,1.1875,1.1625,1.66,1.1875,1.12,2.395,2.29,5.7566,5.45,2.4485,1.695,5.5,1.75,2,1.75,3.75,951.75,13.1215,553.5125,1089.15,2.440715,0.7525,4.742295,115.79745,50.61337,253.25,2.641,19,42.9338,2,15,6,2,84,1.6,1.3,3.225,1.6,0.98,2.62,2.52,5.5821,5.12,2.876,5.78,8,1,4,7,5,895,42.607,1713.4,3053,8.89857,0.5,15.96741,373.0901,102.37326,335,3.456,27,58.9332,4,16,7,2,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,5.78,9,2,4,7,6,1314,43.4,1768.15,3143.15,8.9,0.92,16.19,376.5,102.4,425,4.39,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,0.54,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.42,0.22259,3.4099,0.02674,90,0.934,
KCu2SbS3,1.53,1,25.14285714,54.87832857,3.714285714,12.28571429,5.142857143,1.142857143,68.57142857,1.335714286,1.261428571,1.833571429,1.335714286,0.732857143,2.058571429,1.864285714,4.664042857,4.984285714,2.026428571,2.982857143,6.571428571,1.571428571,2.142857143,4.285714286,3.285714286,820.4285714,10.3,730.1,1584.307143,4.525714286,0.55,7.636642857,112.43,132.7867143,266.4285714,2.744857143,35,89.694,2,15,6,2,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,1019.75,2122.3,8.1,0.54,18.1525,290.5,400.731,248,2.556,51,121.76,5,16,7,2,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1356.15,2840.15,8.96,0.75,19.87,300.3,401,338,3.49,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.21,1.7175,9.8,0.269,90,0.934,
KCu3S2,1.459,1,23,48.97805,3.666666667,11,4.5,1.333333333,61.83333333,1.375,1.263333333,2.001666667,1.375,0.751666667,1.946666667,1.556666667,4.24515,4.716666667,1.910333333,3.553333333,7.666666667,1.333333333,1.333333333,5,2.666666667,775.6666667,11.55,862.7916667,1831.55,5.313333333,0.551666667,7.4865,166.7283333,217.6563333,277,2.850666667,13,31.48,1,15,6,2,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,1019.75,2122.3,8.1,0.37,11.3325,290.5,400.731,248,2.556,29,63.546,4,16,7,2,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1356.15,2840.15,8.96,0.75,13.05,300.3,401,338,3.49,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.38,1.7175,9.8,0.269,90,0.934,
KCu4AsS4,1.9,1,23.2,49.646789,3.6,12.4,5.1,1.3,69.5,1.275,1.199,1.7665,1.275,0.68,2.092,1.799,4.59982,5.052,2.0701,3.376,7.4,1.5,1.9,4,3.4,834.6,8.61,839.495,1615.53,5.071,0.544,8.9104,135.503,175.7476,286,2.9254,17,42.85559,1,15,6,2,85,1.2,1.01,2.59,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,1019.75,2122.3,8.1,0.42,25.9825,290.5,400.731,248,2.556,33,74.92159,4,16,7,2,88,2.2,2.03,3.69,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,1356.15,2840.15,8.96,0.75,27.7,300.3,401,338,3.49,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.33,1.7175,9.8,0.269,90,0.934,
KCuPO4,0,0,13.57142857,28.23080886,2.714285714,13,5.714285714,1,71.14285714,0.992857143,1.025714286,1.261428571,0.992857143,1.054285714,2.667142857,2.497142857,6.413171429,6.097142857,2.753857143,1.348571429,5.857142857,1.714285714,2.714285714,1.428571429,4.428571429,1061.714286,8.124571429,318.4,683.8642857,1.663674286,0.797142857,2.418765714,57.99122857,71.96313714,248.4285714,2.619142857,21,47.5466,2,15,6,2,84,1.6,1.3,3.225,1.6,1.21,2.62,2.52,5.5821,5.12,2.876,5.44,10,1,4,10,5,895,42.607,1301.4,2750,8.95857,0.54,12.82741,296.8901,400.97326,248,2.556,29,63.546,4,16,7,2,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,5.44,11,2,4,10,6,1314,43.4,1356.15,2840.15,8.96,0.92,13.05,300.3,401,338,3.49,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,0.31,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.38,0.22259,3.4099,0.02674,90,0.934,
KCuThS3,2.95,1,31,71.8134,4,10.5,4.833333333,1.166666667,57.83333333,1.391666667,1.318333333,2.335,1.391666667,0.785,1.96,1.855,4.47795,4.793333333,1.910166667,2.74,5.333333333,1.666666667,2,2,3.666666667,791.8333333,15.15,812.2583333,1848.333333,4.621666667,0.563333333,6.106083333,153.995,93.0345,306.8333333,3.195666667,74,199.9721,4,15,6,2,85,1.2,1.01,3.88,1.2,1.09,1.76,1.85,3.0576,3.8,1.855,4.44,10,1,4,10,5,581,40.5,1686.75,4345.3,10.84,0.63,14.3825,504.6,400.731,486,5.266,90,232.0381,7,16,7,2,88,2.2,2.03,4.98,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,5.44,11,2,4,10,6,1000,43.4,2023.15,5063.15,11.7,0.75,16.1,514.4,401,576,6.2,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.12,1.7175,9.8,0.269,90,0.934,
KEuAsS4,1.89,1,25.57142857,56.32127,3.714285714,11.85714286,5.428571429,1.142857143,66.28571429,1.314285714,1.308571429,1.920714286,1.314285714,0.752857143,1.902857143,2.117142857,5.191928571,5.1,2.055857143,2,4.714285714,1.857142857,2.714285714,0,4.571428571,844.7142857,12.42857143,580.7857143,942.4071429,2.872857143,0.585714286,6.587714286,42.47571429,23.91085714,240.8571429,2.450571429,47,119.899,3,15,6,3,85,1.2,1.01,2.84,1.2,1.09,2.58,1.85,3.0576,3.8,1.855,2,5,1,4,0,5,581,40.5,758.75,1084.3,4.87,0.57,25.9825,133.7,102.131,212,2.026,63,151.965,6,16,7,3,88,2.2,2.03,3.94,2.2,1.52,2.58,2.65,5.8458,6.22,2.589,3,6,2,4,0,6,1000,43.4,1095.15,1802.15,5.73,0.75,27.7,143.5,102.4,302,2.96,16,32.066,3,1,1,0,3,1,1.02,1.1,1,0.43,0,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,2.9,336.4,717.85,0.86,0.18,1.7175,9.8,0.269,90,0.934,
KF,10.3,1,14,29.0483515,3,9,4.5,0.5,48,1.35,1.375,2.0475,1.35,1.355,2.4,2.29,6.4368,6.415,2.4635,0.5,4,1.5,2.5,0,4,1050,22.017,194.875,559.1,0.43085,0.785,1.2946,41.5699,51.21395,84.5,0.887,10,20.099897,2,16,7,1,90,1.7,1.31,3.285,1.7,0.33,3.16,2.98,7.2972,7.99,3.459,1,6,1,5,0,6,1262,42.766,283.05,948.1,0.8583,0.07,2.0788,76.6002,102.3721,11,0.094,19,39.0983,4,17,8,1,93,2.2,2.03,3.69,2.2,1.52,3.98,3.78,10.0854,10.41,4.193,1,7,2,5,0,7,1681,43.4,336.4,1033.15,0.86,0.82,2.334,79.87,102.4,90,0.934,9,18.998403,2,1,1,0,3,0.5,0.72,0.405,0.5,1.19,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.634,53.35,85.05,0.0017,0.75,0.2552,3.2698,0.0279,79,0.84,
KFe2As2,0,0,27.4,60.127096,4,9.4,4.2,1.2,56.2,1.46,1.354,2.148,1.46,0.868,1.768,1.736,3.99404,4.228,1.7512,3.712,5.4,1.8,1.2,2.4,3,767.4,13.76,1226.6,1771.95,5.608,0.458,17.0668,169.718,72.56,306,3.0828,14,35.82329,0,14,5,2,81,1.05,0.86,2.275,1.05,0.83,1.36,1.47,2.3838,2.88,1.477,4.78,7,1,3,6,4,528,39.1,1471.75,2133,7,0.42,25.366,314.84,52.4,328,3.346,33,74.92159,4,15,6,2,84,2.2,2.03,3.69,2.2,1.52,2.18,2.27,5.172,5.3,2.211,5.78,8,2,3,6,5,947,43.4,1808.15,3023.15,7.86,0.75,27.7,349.6,102.4,418,4.28,19,39.0983,4,1,1,0,3,1.15,1.17,1.415,1.15,0.69,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,4.3,336.4,890.15,0.86,0.33,2.334,34.76,50,90,0.934,
KFe2BiO5,1.76,1,21.55555556,48.86329667,3.111111111,12.44444444,5.444444444,1.111111111,70.44444444,1.066666667,1.053333333,1.359111111,1.066666667,1.124444444,2.633333333,2.542222222,6.256277778,5.881111111,2.710444444,1.728888889,5.777777778,1.888888889,2.555555556,2.444444444,4.444444444,1024,7.951666667,530.0666667,1040.372222,2.92635,0.705555556,4.705216667,100.1021667,30.0893,264.2222222,2.752666667,75,192.98097,4,15,6,2,84,1.6,1.3,3.225,1.6,0.83,2.62,2.52,5.5821,5.12,2.876,5.78,7,1,4,10,5,895,42.607,1753.4,2933,9.74857,0.8,13.57741,346.1901,102.37326,328,3.346,83,208.98037,6,16,7,2,87,2.2,2.03,3.69,2.2,1.52,3.44,3.32,8.3703,7.54,3.61,5.78,8,2,4,10,6,1314,43.4,1808.15,3023.15,9.75,0.92,13.8,349.6,102.4,418,4.28,8,15.9994,2,1,1,0,3,0.6,0.73,0.465,0.6,0.69,0.82,0.8,2.7882,2.42,0.734,0,1,1,0,0,1,419,0.793,54.75,90.15,0.00143,0.12,0.22259,3.4099,0.02674,90,0.934,
KFeCuTe2,1.06,1,35.6,82.73826,4.4,10.4,4.2,1.2,60.4,1.55,1.418,2.236,1.55,1.028,1.75,1.662,4.1509,4.388,1.74,3.244,6.4,1.6,1.6,7.2,1.6,732.8,13.9,989.2,1884.47,6.032,0.394,12.8328,166.974,117.66,248,2.6168,33,88.5017,1,15,5,2,87,0.85,0.86,2.02,0.85,0.83,1.28,1.58,2.6536,3.07,1.424,4.78,10,1,4,10,1,450,37.9,1471.75,1990,8.1,0.55,15.156,297.05,398.65,328,3.346,52,127.6,5,16,6,2,90,2.2,2.03,3.69,2.2,1.52,2.1,2.38,5.4418,5.49,2.158,5.78,11,2,4,10,2,869,43.4,1808.15,3023.15,8.96,0.75,17.49,349.6,401,418,4.28,19,39.0983,4,1,1,0,3,1.35,1.17,1.67,1.35,0.69,0.82,0.8,2.7882,2.42,0.734,1,1,1,0,0,1,419,5.5,336.4,1033.15,0.86,0.2,2.334,52.55,2.35,90,0.934,
